OGF_ID,AIRPORT_TYPE,STATUS,NAME,OWNER,AIRPORT_IDENT,LATITUDE,LONGITUDE,ELEVATION,NUMBER_OF_PAVED_RUNWAYS,NUMBER_OF_UNPAVED_RUNWAYS,LGTH_LONGEST_DAYTIME_RUNWAY,LGTH_LONGEST_NIGHTTIME_RUNWAY,CONTROL_TOWER_IND,INSTRUMENT_FLIGHT_RULES_IND,VISUAL_FLIGHT_RULES_IND,AIRPORT_LIGHTING,AIRPORT_AREA_HA,COMMENTS,SOURCE_DETAIL,LOCATION_ACCURACY,GEOMETRY_UPDATE_DATETIME,EFFECTIVE_DATETIME,SYSTEM_DATETIME,OBJECTID,SHAPEAREA,SHAPELEN
73162878,Seaplane Base,Unknown,Parry Sound Harbour,<Null>,CPS1,45.3392267,80.0350131,580,0,0,0,0,,,,,0.451,,Nav Canada,Within 100 metres,,2012/03/28 10:38:06+00,2012/03/29 09:00:55+00,331,0,0
73162879,Seaplane Base,Unknown,Nobel/Sawdust Bay,<Null>,CNT2,45.4021191,80.1265803,580,0,0,0,0,,,,,1.015,,Nav Canada,Within 100 metres,,2012/03/28 10:38:04+00,2012/03/29 09:00:55+00,332,0,0
73162880,Seaplane Base,Unknown,Parry Sound/Deep Bay,<Null>,CPT8,45.3986111,80.1819444,580,0,0,0,0,,,,,2.215,,Nav Canada,Within 100 metres,,2012/03/28 10:37:58+00,2012/03/29 09:00:55+00,333,0,0
73162881,Seaplane Base,Unknown,Portage Lake,<Null>,CND9,45.7737888,80.2404911,710,0,0,0,0,,,,,2.201,,Nav Canada,Within 100 metres,,2012/03/28 10:38:01+00,2012/03/29 09:00:55+00,334,0,0
73162882,Seaplane Base,Unknown,Smoky Lake,<Null>,CNS2,45.8594946,80.2352955,725,0,0,0,0,,,,,3.005,,Nav Canada,Within 100 metres,,2012/03/28 10:38:04+00,2012/03/29 09:00:55+00,335,0,0
73162883,Seaplane Base,Unknown,Mattawa,<Null>,CPT7,46.3113889,78.7227778,500,0,0,0,0,,,,,2.175,,Nav Canada,Within 100 metres,,2012/03/28 10:38:04+00,2012/03/29 09:00:55+00,336,0,0
73162884,Seaplane Base,Unknown,North Bay,<Null>,CNH7,46.3312807,79.4012358,663,0,0,0,0,,,,,0.239,,Nav Canada,Within 100 metres,,2012/03/28 10:38:05+00,2012/03/29 09:00:55+00,337,0,0
73162885,Seaplane Base,Unknown,Temagami,<Null>,CNC8,47.0627539,79.7934053,962,0,0,0,0,,,,,0.096,,Nav Canada,Within 100 metres,,2012/03/28 10:37:58+00,2012/03/29 09:00:55+00,338,0,0
73162886,Seaplane Base,Unknown,Manitowaning,<Null>,CPJ9,45.7421805,81.8040906,581,0,0,0,0,,,,,2.208,,Nav Canada,Within 100 metres,,2012/03/28 10:38:00+00,2012/03/29 09:00:55+00,339,0,0
73162887,Seaplane Base,Unknown,Little Current,<Null>,CNZ9,45.9847922,81.9590937,581,0,0,0,0,,,,,2.199,,Nav Canada,Within 100 metres,,2012/03/28 10:38:01+00,2012/03/29 09:00:55+00,340,0,0
73162888,Seaplane Base,Unknown,Sudbury/ Azilda,<Null>,CNC5,46.5410696,81.13143,869,0,0,0,0,,,,,1.804,,Nav Canada,Within 100 metres,,2012/03/28 10:38:01+00,2012/03/29 09:00:55+00,341,0,0
73162889,Seaplane Base,Unknown,Algoma Mills,<Null>,CPN6,46.1880761,82.8240775,602,0,0,0,0,,,,,2.195,,Nav Canada,Within 100 metres,,2012/03/28 10:37:58+00,2012/03/29 09:00:55+00,342,0,0
73162890,Seaplane Base,Unknown,Bar River,<Null>,CNE5,46.4242627,84.1032453,580,0,0,0,0,,,,,2.193,,Nav Canada,Within 100 metres,,2012/03/28 10:38:01+00,2012/03/29 09:00:55+00,343,0,0
73162891,Seaplane Base,Unknown,Sault Ste. Marie/Partridge Point,<Null>,CNV7,46.5175395,84.246178,580,0,0,0,0,,,,,1.677,,Nav Canada,Within 100 metres,,2012/03/28 10:38:06+00,2012/03/29 09:00:55+00,344,0,0
73162892,Seaplane Base,Unknown,Sault Ste. Marie,<Null>,CPX8,46.5029773,84.3248784,580,0,0,0,0,,,,,2.191,,Nav Canada,Within 100 metres,,2012/03/28 10:37:58+00,2012/03/29 09:00:55+00,345,0,0
73162893,Seaplane Base,Unknown,Batchawana,<Null>,CNF5,46.9191362,84.6061457,601,0,0,0,0,,,,,2.175,,Nav Canada,Within 100 metres,,2012/03/28 10:38:02+00,2012/03/29 09:00:55+00,346,0,0
73162894,Seaplane Base,Unknown,Five Mile Lake,<Null>,CNY5,47.5577817,83.2219602,1475,0,0,0,0,,,,,2.142,,Nav Canada,Within 100 metres,,2012/03/28 10:38:02+00,2012/03/29 09:00:55+00,347,0,0
73162895,Seaplane Base,Unknown,Timmins/Porcupine Lake,<Null>,CPW5,48.4775369,81.2055923,900,0,0,0,0,,,,,0.258,,Nav Canada,Within 100 metres,,2012/03/28 10:38:02+00,2012/03/29 09:00:55+00,348,0,0
73162896,Seaplane Base,Unknown,Gowganda Lake,<Null>,CPL6,47.6505556,80.7852778,930,0,0,0,0,,,,,2.128,,Nav Canada,Within 100 metres,,2012/03/28 10:38:06+00,2012/03/29 09:00:55+00,349,0,0
73162897,Seaplane Base,Unknown,Elk Lake,<Null>,CNV5,47.7287047,80.3232524,925,0,0,0,0,,,,,2.123,,Nav Canada,Within 100 metres,,2012/03/28 10:37:59+00,2012/03/29 09:00:55+00,350,0,0
73162898,Seaplane Base,Unknown,Perry Lake,<Null>,CPT6,48.5325,80.1072222,1050,0,0,0,0,,,,,2.09,,Nav Canada,Within 100 metres,,2012/03/28 10:38:06+00,2012/03/29 09:00:55+00,351,0,0
73162899,Seaplane Base,Unknown,Hawk Junction,<Null>,CNH6,48.0718852,84.5519426,1030,0,0,0,0,,,,,2.127,,Nav Canada,Within 100 metres,,2012/03/28 10:38:04+00,2012/03/29 09:00:55+00,352,0,0
73162900,Seaplane Base,Unknown,White River,<Null>,CNJ8,48.6269445,85.2233333,1380,0,0,0,0,,,,,2.108,,Nav Canada,Within 100 metres,,2012/03/28 10:37:58+00,2012/03/29 09:00:55+00,353,0,0
73162901,Seaplane Base,Unknown,Granitehill Lake,<Null>,CND6,49.0973401,85.2026999,1200,0,0,0,0,,,,,2.597,,Nav Canada,Within 100 metres,,2012/03/28 10:38:00+00,2012/03/29 09:00:55+00,354,0,0
73162902,Seaplane Base,Unknown,Hornepayne,<Null>,CNJ6,49.1890019,84.8844852,1100,0,0,0,0,,,,,2.082,,Nav Canada,Within 100 metres,,2012/03/28 10:37:58+00,2012/03/29 09:00:55+00,355,0,0
73162903,Seaplane Base,Unknown,Pays Plat,<Null>,CNM7,48.8756395,87.5810744,601,0,0,0,0,,,,,2.112,,Nav Canada,Within 100 metres,,2012/03/28 10:38:01+00,2012/03/29 09:00:55+00,356,0,0
73162904,Seaplane Base,Unknown,Geraldton/Hutchison Lake,<Null>,CNE6,49.7840331,86.9408776,1125,0,0,0,0,,,,,1.135,,Nav Canada,Within 100 metres,,2012/03/28 10:38:04+00,2012/03/29 09:00:55+00,357,0,0
73162905,Seaplane Base,Unknown,Nakina,<Null>,CNE7,50.2168364,86.7083235,975,0,0,0,0,,,,,2.048,,Nav Canada,Within 100 metres,,2012/03/28 10:38:06+00,2012/03/29 09:00:55+00,358,0,0
73162906,Seaplane Base,Unknown,Thunder Bay,<Null>,CKE6,48.455209,89.1747268,601,0,0,0,0,,,,,2.472,,Nav Canada,Within 100 metres,,2012/03/28 10:37:57+00,2012/03/29 09:00:55+00,359,0,0
73162907,Seaplane Base,Unknown,Kashabowie/Upper Shebandowan Lake,<Null>,CKF5,48.6450836,90.4168983,1474,0,0,0,0,,,,,2.144,,Nav Canada,Within 100 metres,,2012/03/28 10:38:04+00,2012/03/29 09:00:55+00,360,0,0
73162908,Seaplane Base,Unknown,Cushing Lake,<Null>,CJT7,48.9436237,90.4998595,1500,0,0,0,0,,,,,0.399,,Nav Canada,Within 100 metres,,2012/03/28 10:37:59+00,2012/03/29 09:00:55+00,361,0,0
73162909,Seaplane Base,Unknown,Armstrong/Waweig Lake,<Null>,CKN6,50.1405778,89.1135342,1025,0,0,0,0,,,,,2.067,,Nav Canada,Within 100 metres,,2012/03/28 10:38:04+00,2012/03/29 09:00:55+00,362,0,0
73162910,Seaplane Base,Unknown,Armstrong,<Null>,CJF6,50.2631085,89.0424122,1120,0,0,0,0,,,,,2.307,,Nav Canada,Within 100 metres,,2012/03/28 10:37:58+00,2012/03/29 09:00:55+00,363,0,0
73162911,Seaplane Base,Unknown,Atikokan,<Null>,CJH6,48.7673469,91.6617486,1296,0,0,0,0,,,,,2.15,,Nav Canada,Within 100 metres,,2012/03/28 10:38:03+00,2012/03/29 09:00:55+00,364,0,0
73162912,Seaplane Base,Unknown,Lac la Croix,<Null>,CJU9,48.35562,92.21375,1184,0,0,0,0,,,,,0.042,,Nav Canada,Within 100 metres,,2012/03/28 10:38:01+00,2012/03/29 09:00:55+00,365,0,0
73162913,Seaplane Base,Unknown,Sand Point Lake,<Null>,CJD6,48.3417995,92.4539978,1119,0,0,0,0,,,,,2.177,,Nav Canada,Within 100 metres,,2012/03/28 10:37:59+00,2012/03/29 09:00:55+00,366,0,0
73162914,Seaplane Base,Unknown,Fort Frances,<Null>,CJM8,48.6277778,93.3577778,1107,0,0,0,0,,,,,2.173,,Nav Canada,Within 100 metres,,2012/03/28 10:37:59+00,2012/03/29 09:00:55+00,367,0,0
73162915,Seaplane Base,Unknown,Rainy River,<Null>,CKQ4,48.7193046,94.587626,1062,0,0,0,0,,,,,0.048,,Nav Canada,Within 100 metres,,2012/03/28 10:38:00+00,2012/03/29 09:00:55+00,368,0,0
73162916,Seaplane Base,Unknown,Burditt Lake,<Null>,CJC7,48.9194283,93.8020509,1150,0,0,0,0,,,,,0.191,,Nav Canada,Within 100 metres,,2012/03/28 10:38:01+00,2012/03/29 09:00:55+00,369,0,0
73162917,Seaplane Base,Unknown,Nestor Falls/Sabaskong Bay,<Null>,CKW3,49.1334993,93.9384517,1060,0,0,0,0,,,,,0.11,,Nav Canada,Within 100 metres,,2012/03/28 10:38:00+00,2012/03/29 09:00:55+00,370,0,0
73162918,Seaplane Base,Unknown,Kenora,<Null>,CJM9,49.7669456,94.4928788,1060,0,0,0,0,,,,,0.252,,Nav Canada,Within 100 metres,,2012/03/28 10:37:59+00,2012/03/29 09:00:55+00,371,0,0
73162919,Seaplane Base,Unknown,Minaki/Pistol Lake,<Null>,CKP3,49.9770915,94.7159581,1037,0,0,0,0,,,,,2.123,,Nav Canada,Within 100 metres,,2012/03/28 10:38:00+00,2012/03/29 09:00:55+00,372,0,0
73162920,Seaplane Base,Unknown,Stewart Lake,<Null>,CKV5,49.8266483,93.7130755,1200,0,0,0,0,,,,,2.12,,Nav Canada,Within 100 metres,,2012/03/28 10:38:02+00,2012/03/29 09:00:55+00,373,0,0
73162921,Seaplane Base,Unknown,Vermilion Bay,<Null>,CKH6,49.86892,93.4021538,1229,0,0,0,0,,,,,2.115,,Nav Canada,Within 100 metres,,2012/03/28 10:38:01+00,2012/03/29 09:00:55+00,374,0,0
73162922,Seaplane Base,Unknown,Dryden,<Null>,CJD8,49.7622909,92.852407,1201,0,0,0,0,,,,,2.256,,Nav Canada,Within 100 metres,,2012/03/28 10:38:04+00,2012/03/29 09:00:55+00,375,0,0
73162923,Seaplane Base,Unknown,Ignace,<Null>,CJD9,49.4132343,91.6759545,1486,0,0,0,0,,,,,3.33,,Nav Canada,Within 100 metres,,2012/03/28 10:38:00+00,2012/03/29 09:00:55+00,376,0,0
73162924,Seaplane Base,Unknown,Savant Lake (Sturgeon Lake),<Null>,CJP3,50.1883336,90.6888114,1342,0,0,0,0,,,,,2.076,,Nav Canada,Within 100 metres,,2012/03/28 10:38:00+00,2012/03/29 09:00:55+00,377,0,0
73162925,Seaplane Base,Unknown,Hudson,<Null>,CJA9,50.0921258,92.171745,1171,0,0,0,0,,,,,2.822,,Nav Canada,Within 100 metres,,2012/03/28 10:38:04+00,2012/03/29 09:00:55+00,378,0,0
73162926,Seaplane Base,Unknown,Sioux Lookout,<Null>,CKA6,50.0922031,91.9126953,1171,0,0,0,0,,,,,1.338,,Nav Canada,Within 100 metres,,2012/03/28 10:38:02+00,2012/03/29 09:00:55+00,379,0,0
73162927,Seaplane Base,Unknown,Staunton Lake,<Null>,CKK8,50.3791349,90.6533177,1365,0,0,0,0,,,,,0.161,,Nav Canada,Within 100 metres,,2012/03/28 10:38:03+00,2012/03/29 09:00:55+00,380,0,0
73162928,Seaplane Base,Unknown,Pickle Lake,<Null>,CKG4,51.4663863,90.1994973,1180,0,0,0,0,,,,,0.224,,Nav Canada,Within 100 metres,,2012/03/28 10:38:03+00,2012/03/29 09:00:55+00,381,0,0
73162929,Seaplane Base,Unknown,Round Lake (Weagamow Lake),<Null>,CKP6,52.9486115,91.3496322,951,0,0,0,0,,,,,0.388,,Nav Canada,Within 100 metres,,2012/03/28 10:38:02+00,2012/03/29 09:00:55+00,382,0,0
73162930,Seaplane Base,Unknown,Ear Falls,<Null>,CJE8,50.5807547,93.1660802,1171,0,0,0,0,,,,,2.079,,Nav Canada,Within 100 metres,,2012/03/28 10:37:58+00,2012/03/29 09:00:55+00,383,0,0
73162931,Seaplane Base,Unknown,Confederation Lake,<Null>,CJL7,51.0509608,92.8226517,1323,0,0,0,0,,,,,1.466,,Nav Canada,Within 100 metres,,2012/03/28 10:38:03+00,2012/03/29 09:00:55+00,384,0,0
73162932,Seaplane Base,Unknown,Red Lake,<Null>,CKS4,51.0200635,93.8229575,1165,0,0,0,0,,,,,1.905,,Nav Canada,Within 100 metres,,2012/03/28 10:38:00+00,2012/03/29 09:00:55+00,385,0,0
73162933,Seaplane Base,Unknown,Pikangikum,<Null>,CKH4,51.7993277,93.9948994,1076,0,0,0,0,,,,,2.028,,Nav Canada,Within 100 metres,,2012/03/28 10:38:01+00,2012/03/29 09:00:55+00,386,0,0
73162934,Seaplane Base,Unknown,Deer Lake,<Null>,CJA8,52.6177966,94.0451631,1017,0,0,0,0,,,,,1.989,,Nav Canada,Within 100 metres,,2012/03/28 10:38:02+00,2012/03/29 09:00:55+00,387,0,0
73162935,Seaplane Base,Unknown,Deer Lake/Keyamawun,<Null>,CJZ7,52.6825801,94.4319499,1017,0,0,0,0,,,,,1.823,,Nav Canada,Within 100 metres,,2012/03/28 10:38:05+00,2012/03/29 09:00:55+00,388,0,0
73162936,Seaplane Base,Unknown,Sandy Lake,<Null>,CKE5,53.0568742,93.3324384,901,0,0,0,0,,,,,1.962,,Nav Canada,Within 100 metres,,2012/03/28 10:38:05+00,2012/03/29 09:00:55+00,389,0,0
73162937,Seaplane Base,Unknown,Big Hook Wilderness Camp,<Null>,CJS6,53.5634645,92.9504507,860,0,0,0,0,,,,,1.935,,Nav Canada,Within 100 metres,,2012/03/28 10:37:59+00,2012/03/29 09:00:55+00,390,0,0
73162938,Seaplane Base,Unknown,Toronto/Billy Bishop Toronto City Airport,<Null>,CPZ9,43.6331915,79.3943548,246,0,0,0,0,,,,,0.021,,Nav Canada,Within 100 metres,,2012/03/28 10:37:57+00,2012/03/29 09:00:55+00,391,0,0
73162939,Seaplane Base,Unknown,Hearst/Carey Lake,<Null>,CNJ5,49.7440682,84.0244415,812,0,0,0,0,,,,,2.054,,Nav Canada,Within 100 metres,,2012/03/28 10:38:00+00,2012/03/29 09:00:55+00,392,0,0
73162940,Seaplane Base,Unknown,Nestor Falls,<Null>,CKT3,49.1069061,93.9193803,1076,0,0,0,0,,,,,4.312,,Nav Canada,Within 100 metres,,2012/03/28 10:38:05+00,2012/03/29 09:00:55+00,393,0,0
73162941,Seaplane Base,Unknown,Cochrane,<Null>,CNN5,49.1016719,81.0228675,807,0,0,0,0,,,,,2.069,,Nav Canada,Within 100 metres,,2012/03/28 10:38:02+00,2012/03/29 09:00:55+00,394,0,0
73162942,Seaplane Base,Unknown,Moosonee,<Null>,CNB7,51.2610624,80.6552046,0,0,0,0,0,,,,,1.236,,Nav Canada,Within 100 metres,,2012/03/28 10:37:59+00,2012/03/29 09:00:55+00,395,0,0
73162943,Seaplane Base,Unknown,Temagami/Mine Landing,<Null>,CTM2,46.9605778,80.0247886,962,0,0,0,0,,,,,2.723,,Nav Canada,Within 100 metres,,2012/03/28 10:38:05+00,2012/03/29 09:00:55+00,396,0,0
73162944,Seaplane Base,Unknown,Sudbury/Ramsey Lake,<Null>,CNB8,46.4809368,80.9853199,810,0,0,0,0,,,,,2.176,,Nav Canada,Within 100 metres,,2012/03/28 10:38:05+00,2012/03/29 09:00:55+00,397,0,0
73162945,Seaplane Base,Unknown,Port Loring,<Null>,CNQ7,45.8921716,80.1027692,668,0,0,0,0,,,,,2.196,,Nav Canada,Within 100 metres,,2012/03/28 10:38:02+00,2012/03/29 09:00:55+00,398,0,0
73162946,Seaplane Base,Unknown,Little Lake,<Null>,CPT5,44.4188812,79.6652712,775,0,0,0,0,,,,,2.251,,Nav Canada,Within 100 metres,,2012/03/28 10:37:59+00,2012/03/29 09:00:55+00,399,0,0
73162947,Seaplane Base,Unknown,Chapleau,<Null>,CNL5,47.85,83.4,1443,0,0,0,0,,,,,3.154,,Nav Canada,Within 100 metres,,2012/03/28 10:38:01+00,2012/03/29 09:00:55+00,400,0,0
73162948,Seaplane Base,Unknown,Ottawa/Rockcliffe,<Null>,CTR7,45.4635513,75.6425772,125,0,0,0,0,,,,,1.245,,Nav Canada,Within 100 metres,,2012/03/28 10:38:01+00,2012/03/29 09:00:55+00,401,0,0
73162949,Airport,Unknown,Tobermory,<Null>,CNR4,45.2209621,81.6279956,700,0,0,0,0,,,,,104.42,,Nav Canada,Within 100 metres,,2012/03/28 10:38:04+00,2012/03/29 09:00:55+00,402,0,0
73162950,Heliport,Unknown,Sioux Lookout,<Null>,CKF7,50.0762287,91.9182836,1181,0,0,0,0,,,,,2.086,,Nav Canada,Within 100 metres,,2012/03/28 10:38:06+00,2012/03/29 09:00:55+00,403,0,0
